SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	EDUC	AGE
2010	Employed,	BC	Male	240	No	29.81	HS Grad	45-59
2010	Employed,	AL	Female	2	No	10.5	HS Grad	45-59
2010	Employed,	AL	Female	240	Yes	34.62	HS Dropout	60+
2010	Employed,	QU	Male	125	No	18.35	HS Grad	45-59
2010	Employed,	BC	Male	36	No	19.23	BA or More	30-44
2010	Employed,	QU	Male	10	Yes	24.04	Some PS	30-44
2010	Employed,	BC	Male	140	No	25	Some PS	15-29
2010	Unemployed	BC	Male	NA	NA	NA	Some PS	45-59
2010	Employed,	ON	Female	91	No	29	Some PS	30-44
2010	Employed,	QU	Female	142	Yes	16	Some PS	30-44
2010	Employed,	QU	Female	69	No	9	Some PS	60+
2010	Employed,	ON	Male	54	Yes	17	HS Dropout	45-59
2010	Employed,	QU	Female	71	No	15.38	BA or More	45-59
2010	Employed,	AL	Female	79	No	17	Some PS	45-59
2010	Employed,	ON	Female	203	No	26.92	Some PS	30-44
2010	Employed,	ON	Male	240	NA	NA	BA or More	45-59
2010	Employed,	QU	Female	240	No	9	Some PS	30-44
2010	Employed,	AL	Female	8	No	11.76	Some PS	15-29
2010	Employed,	BC	Male	39	No	30	Some PS	15-29
2010	Employed,	AL	Male	68	No	18	Some PS	15-29
2010	Employed,	BC	Male	10	No	11	HS Dropout	45-59
2010	Employed,	ON	Male	155	No	30.77	Some PS	45-59
2010	Employed,	ON	Male	71	No	16.83	BA or More	30-44
2010	Employed,	ON	Female	167	No	43.27	BA or More	45-59
2010	Employed,	AL	Male	31	NA	NA	BA or More	45-59
2010	Unemployed	BC	Male	NA	NA	NA	HS Grad	15-29
2010	Employed,	ON	Female	240	Yes	40	Some PS	45-59
2010	Employed,	BC	Male	9	NA	NA	BA or More	30-44
2010	Unemployed	AL	Female	NA	NA	NA	HS Grad	45-59
2010	Employed,	QU	Female	162	No	9	HS Dropout	45-59
2010	Employed,	ON	Male	183	NA	NA	Some PS	30-44
2010	Unemployed	BC	Female	NA	NA	NA	Some PS	45-59
2010	Employed,	ON	Male	3	No	12.77	Some PS	15-29
2010	Employed,	QU	Female	9	No	9	HS Dropout	15-29
2010	Employed,	QU	Female	27	No	9	Some PS	15-29
2010	Employed,	ON	Male	240	No	20.42	BA or More	60+
2010	Employed,	ON	Male	240	Yes	43	Some PS	45-59
2010	Employed,	ON	Female	111	No	26.92	Some PS	45-59
2010	Unemployed	ON	Male	NA	NA	NA	HS Grad	60+
2010	Employed,	QU	Male	148	Yes	28.84	BA or More	30-44
2010	Employed,	ON	Male	89	No	13	BA or More	60+
2010	Employed,	ON	Female	10	Yes	10.25	HS Dropout	15-29
2010	Employed,	AL	Female	2	Yes	46.15	BA or More	45-59
2010	Employed,	BC	Male	30	No	27	Some PS	30-44
2010	Employed,	AL	Female	17	No	32	Some PS	30-44
2010	Employed,	ON	Female	180	NA	NA	HS Grad	60+
2010	Unemployed	ON	Male	NA	NA	NA	BA or More	30-44
2010	Employed,	ON	Male	181	No	19	Some PS	30-44
2010	Employed,	ON	Male	22	No	25	HS Grad	45-59
2010	Employed,	ON	Male	7	No	11	Some PS	15-29
2010	Employed,	QU	Female	80	Yes	17.25	Some PS	45-59
2010	Employed,	AL	Male	240	No	23	HS Grad	45-59
2010	Employed,	QU	Female	85	No	13	Some PS	30-44
2010	Employed,	ON	Female	139	No	16	BA or More	30-44
2010	Unemployed	QU	Male	NA	NA	NA	HS Dropout	15-29
2010	Employed,	ON	Female	4	No	13	HS Grad	45-59
2010	Employed,	ON	Female	43	No	11	HS Dropout	15-29
2010	Employed,	QU	Male	15	No	17.76	Some PS	15-29
2010	Employed,	ON	Female	203	No	25	BA or More	45-59
2010	Employed,	AL	Male	66	No	28.85	Some PS	45-59
2010	Employed,	BC	Male	240	No	25.96	HS Grad	45-59
2010	Employed,	QU	Female	59	No	10.25	Some PS	15-29
2010	Unemployed	QU	Male	NA	NA	NA	HS Dropout	15-29
2010	Employed,	BC	Male	68	Yes	36	Some PS	30-44
2010	Employed,	AL	Female	240	No	45	BA or More	45-59
2010	Employed,	ON	Male	70	NA	NA	Some PS	15-29
2010	Employed,	QU	Female	92	NA	NA	HS Grad	45-59
2010	Employed,	BC	Female	103	Yes	23	Some PS	45-59
2010	Employed,	ON	Male	47	No	24.76	Some PS	45-59
2010	Employed,	AL	Female	73	Yes	12	Some PS	30-44
2010	Employed,	QU	Male	175	No	16.15	HS Dropout	60+
2010	Employed,	ON	Female	138	NA	NA	BA or More	45-59
2010	Employed,	ON	Female	240	No	14.02	HS Grad	45-59
2010	Employed,	QU	Male	35	No	13.5	HS Dropout	15-29
2010	Employed,	AL	Male	240	No	23	Some PS	60+
2010	Employed,	QU	Female	77	No	13.75	Some PS	45-59
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
2010	Employed,	ON	Male	240	No	20.6	HS Dropout	45-59
2010	Employed,	QU	Female	29	No	15	HS Grad	30-44
2010	Employed,	ON	Male	1	No	9.5	Some PS	15-29
2010	Employed,	ON	Male	240	No	26	Some PS	60+
2010	Employed,	QU	Male	161	No	23.25	HS Grad	30-44
2010	Unemployed	QU	Male	NA	NA	NA	HS Dropout	15-29
2010	Unemployed	BC	Female	NA	NA	NA	BA or More	45-59
2010	Employed,	ON	Male	240	No	67.31	Some PS	30-44
2010	Employed,	BC	Female	127	No	45	Some PS	30-44
2010	Employed,	AL	Male	144	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	8	Yes	20	Some PS	30-44
2010	Employed,	BC	Female	240	Yes	23	Some PS	45-59
2010	Employed,	ON	Male	23	No	33.65	Some PS	30-44
2010	Employed,	QU	Female	158	Yes	19.97	Some PS	45-59
2010	Employed,	ON	Male	44	Yes	20	Some PS	30-44
2010	Employed,	ON	Male	3	No	18	Some PS	15-29
2010	Employed,	ON	Female	240	NA	NA	BA or More	60+
2010	Employed,	ON	Female	89	NA	NA	HS Dropout	45-59
2010	Employed,	ON	Female	12	No	8	Some PS	15-29
2010	Employed,	AL	Female	240	Yes	33.77	HS Grad	30-44
2010	Employed,	ON	Male	70	No	36.06	BA or More	45-59
2010	Employed,	QU	Female	32	No	10.5	Some PS	30-44
2010	Employed,	ON	Female	7	No	12	Some PS	30-44
2010	Employed,	ON	Male	16	No	10	HS Dropout	15-29
2010	Unemployed	ON	Female	NA	NA	NA	HS Dropout	15-29
2010	Unemployed	BC	Male	NA	NA	NA	HS Dropout	30-44
2010	Employed,	QU	Male	34	No	15	Some PS	15-29
2010	Unemployed	AL	Female	NA	NA	NA	Some PS	45-59
2010	Employed,	QU	Male	240	No	27.47	BA or More	45-59
2010	Unemployed	BC	Female	NA	NA	NA	HS Dropout	30-44
2010	Employed,	BC	Male	240	NA	NA	HS Dropout	45-59
2010	Employed,	AL	Female	15	No	10.5	HS Grad	15-29
2010	Employed,	QU	Male	240	NA	NA	HS Dropout	60+
2010	Employed,	AL	Female	240	NA	NA	Some PS	60+
2010	Employed,	ON	Male	13	Yes	32.17	Some PS	30-44
2010	Employed,	AL	Male	59	NA	NA	Some PS	30-44
2010	Employed,	BC	Female	7	NA	NA	BA or More	30-44
2010	Employed,	BC	Male	83	NA	NA	HS Grad	60+
2010	Employed,	AL	Male	31	No	36.06	Some PS	30-44
2010	Employed,	QU	Male	240	NA	NA	HS Dropout	45-59
2010	Employed,	AL	Male	110	No	41.21	Some PS	45-59
2010	Employed,	QU	Male	4	No	16.5	Some PS	15-29
2010	Employed,	ON	Female	23	No	10	HS Dropout	15-29
2010	Employed,	ON	Female	24	No	15	Some PS	45-59
2010	Employed,	ON	Female	240	Yes	26.44	BA or More	45-59
2010	Employed,	QU	Female	23	No	22.5	Some PS	45-59
2010	Employed,	QU	Male	70	No	35	Some PS	45-59
2010	Employed,	QU	Male	240	No	72.12	BA or More	45-59
2010	Employed,	AL	Male	171	Yes	35	Some PS	45-59
2010	Employed,	ON	Female	240	Yes	44.87	BA or More	60+
2010	Employed,	AL	Female	91	No	15	BA or More	30-44
2010	Employed,	QU	Male	103	Yes	32	HS Grad	45-59
2010	Employed,	AL	Female	9	No	17	HS Grad	30-44
2010	Employed,	AL	Male	11	Yes	38	Some PS	45-59
2010	Employed,	QU	Female	50	Yes	16.6	Some PS	30-44
2010	Employed,	ON	Female	28	No	28	Some PS	30-44
2010	Employed,	AL	Female	171	NA	NA	Some PS	45-59
2010	Employed,	AL	Male	89	Yes	16.63	Some PS	45-59
2010	Employed,	ON	Male	240	NA	NA	Some PS	60+
2010	Employed,	QU	Male	226	Yes	33	BA or More	45-59
2010	Employed,	BC	Male	91	No	20	HS Grad	30-44
2010	Employed,	ON	Female	30	No	10	Some PS	15-29
2010	Employed,	ON	Female	5	No	13	HS Grad	15-29
2010	Employed,	QU	Male	240	Yes	20	HS Dropout	45-59
2010	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
2010	Employed,	AL	Male	240	Yes	25.96	BA or More	45-59
2010	Employed,	QU	Female	156	Yes	19	BA or More	30-44
2010	Employed,	QU	Male	39	No	44.1	BA or More	30-44
2010	Employed,	ON	Female	71	No	31.87	BA or More	15-29
2010	Employed,	ON	Male	31	No	9.5	HS Dropout	15-29
2010	Employed,	BC	Female	39	No	12	HS Grad	15-29
2010	Employed,	AL	Female	51	No	25	Some PS	15-29
2010	Employed,	QU	Male	26	No	16	HS Dropout	15-29
2010	Employed,	QU	Female	23	No	33.75	BA or More	30-44
2010	Employed,	ON	Male	240	Yes	32	HS Grad	45-59
2010	Employed,	ON	Female	17	No	12	BA or More	15-29
2010	Employed,	QU	Female	46	No	5	HS Dropout	15-29
2010	Employed,	ON	Female	38	No	12	BA or More	45-59
2010	Employed,	ON	Female	14	No	36.92	Some PS	45-59
2010	Employed,	BC	Female	157	No	27.18	BA or More	45-59
2010	Employed,	BC	Male	240	NA	NA	BA or More	60+
2010	Employed,	AL	Female	80	No	30.05	Some PS	15-29
2010	Employed,	AL	Male	207	No	25.96	Some PS	30-44
2010	Employed,	BC	Male	240	Yes	35	Some PS	45-59
2010	Employed,	ON	Male	54	No	12	Some PS	15-29
2010	Employed,	QU	Female	21	No	19.23	BA or More	30-44
2010	Employed,	QU	Female	176	No	30.22	Some PS	30-44
2010	Employed,	ON	Male	170	No	28.85	Some PS	45-59
2010	Employed,	BC	Male	42	No	14	Some PS	30-44
2010	Employed,	BC	Female	123	Yes	18.9	Some PS	30-44
2010	Employed,	QU	Female	7	Yes	13	BA or More	45-59
2010	Employed,	BC	Male	39	NA	NA	Some PS	30-44
2010	Employed,	ON	Male	2	No	18	Some PS	30-44
2010	Employed,	ON	Male	240	No	20	Some PS	30-44
2010	Employed,	AL	Female	240	Yes	39.35	Some PS	60+
2010	Employed,	AL	Male	40	No	16.54	HS Grad	30-44
2010	Employed,	QU	Male	65	No	14.4	HS Grad	60+
2010	Employed,	QU	Male	163	No	10	Some PS	60+
2010	Employed,	QU	Female	186	No	10.25	HS Grad	45-59
2010	Employed,	QU	Male	18	NA	NA	Some PS	45-59
2010	Employed,	AL	Female	16	No	15	Some PS	30-44
2010	Employed,	AL	Female	8	No	10	Some PS	15-29
2010	Employed,	QU	Male	240	NA	NA	BA or More	60+
2010	Employed,	AL	Female	31	No	18	BA or More	30-44
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	15-29
2010	Employed,	ON	Male	24	No	18.72	Some PS	30-44
2010	Employed,	ON	Female	198	No	11.5	Some PS	60+
2010	Employed,	ON	Male	6	No	30.77	BA or More	30-44
2010	Employed,	ON	Male	8	No	17.63	BA or More	30-44
2010	Employed,	AL	Female	240	No	20	Some PS	60+
2010	Employed,	AL	Female	8	Yes	32.91	HS Grad	45-59
2010	Employed,	QU	Male	7	NA	NA	BA or More	60+
2010	Employed,	ON	Male	163	No	21.63	BA or More	30-44
2010	Employed,	ON	Female	202	No	18.22	Some PS	45-59
2010	Employed,	AL	Male	115	NA	NA	BA or More	30-44
2010	Employed,	BC	Male	181	No	25	Some PS	45-59
2010	Employed,	BC	Male	58	No	15.56	HS Grad	15-29
2010	Employed,	QU	Male	240	NA	NA	Some PS	60+
2010	Employed,	AL	Male	60	NA	NA	Some PS	60+
2010	Employed,	ON	Male	31	No	12	HS Dropout	15-29
2010	Employed,	QU	Female	1	No	21.6	HS Grad	15-29
2010	Employed,	BC	Female	50	No	22	BA or More	45-59
2010	Employed,	ON	Female	111	No	26	BA or More	30-44
2010	Employed,	AL	Male	1	No	23.5	Some PS	30-44
2010	Employed,	BC	Female	37	No	10.2	HS Grad	30-44
2010	Employed,	ON	Female	133	No	10	Some PS	45-59
2010	Employed,	ON	Male	49	No	20.83	Some PS	15-29
2010	Employed,	AL	Female	34	NA	NA	Some PS	30-44
2010	Employed,	AL	Female	7	Yes	20.77	BA or More	15-29
2010	Employed,	BC	Female	7	No	19.23	BA or More	30-44
2010	Employed,	AL	Female	23	No	15.63	BA or More	15-29
2010	Employed,	QU	Female	20	Yes	26.67	Some PS	30-44
2010	Employed,	QU	Female	67	No	13	Some PS	15-29
2010	Employed,	ON	Male	240	Yes	30	Some PS	45-59
2010	Employed,	QU	Female	135	Yes	24.73	Some PS	45-59
2010	Employed,	QU	Female	5	No	12	Some PS	45-59
2010	Employed,	AL	Female	10	No	20	Some PS	45-59
2010	Employed,	ON	Male	63	NA	NA	Some PS	30-44
2010	Employed,	ON	Female	240	Yes	25.83	Some PS	45-59
2010	Employed,	QU	Female	145	Yes	15.7	Some PS	30-44
2010	Employed,	QU	Female	108	Yes	18	Some PS	30-44
2010	Employed,	ON	Female	240	No	21.89	Some PS	45-59
2010	Employed,	ON	Female	58	No	16.35	HS Grad	45-59
2010	Employed,	AL	Male	22	No	23.08	HS Grad	15-29
2010	Employed,	QU	Male	240	Yes	26.99	Some PS	45-59
2010	Employed,	BC	Male	240	No	76.92	Some PS	30-44
2010	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
2010	Unemployed	QU	Male	NA	NA	NA	HS Grad	15-29
2010	Employed,	ON	Female	15	No	12.49	Some PS	60+
2010	Employed,	BC	Male	27	No	18	Some PS	15-29
2010	Employed,	ON	Female	240	No	27.56	HS Grad	30-44
2010	Employed,	ON	Male	29	No	10.5	BA or More	45-59
2010	Employed,	QU	Male	217	Yes	42.31	BA or More	30-44
2010	Employed,	ON	Male	105	No	15	HS Dropout	60+
2010	Employed,	ON	Male	126	Yes	21	HS Dropout	60+
2010	Employed,	QU	Female	240	Yes	26	Some PS	45-59
2010	Employed,	ON	Female	66	Yes	19.46	HS Grad	45-59
2010	Employed,	QU	Male	146	No	30.77	BA or More	30-44
2010	Employed,	ON	Female	85	NA	NA	BA or More	45-59
2010	Employed,	AL	Female	3	No	3.46	Some PS	60+
2010	Employed,	ON	Male	26	No	38.46	Some PS	45-59
2010	Employed,	QU	Male	145	No	49.45	BA or More	30-44
2010	Employed,	QU	Male	55	No	10.25	HS Dropout	45-59
2010	Employed,	QU	Male	30	No	14.76	BA or More	45-59
2010	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
2010	Employed,	QU	Male	240	NA	NA	Some PS	45-59
2010	Employed,	AL	Female	240	No	50	BA or More	45-59
2010	Employed,	ON	Female	235	Yes	57.05	BA or More	30-44
2010	Employed,	ON	Male	149	No	20.95	Some PS	60+
2010	Employed,	BC	Female	30	No	11	HS Dropout	15-29
2010	Employed,	AL	Female	1	No	14	HS Dropout	15-29
2010	Employed,	ON	Male	228	No	30	HS Grad	30-44
2010	Employed,	BC	Female	145	No	38.4	BA or More	45-59
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2010	Employed,	AL	Female	61	NA	NA	Some PS	30-44
2010	Employed,	QU	Male	240	Yes	29.12	BA or More	45-59
2010	Employed,	ON	Female	211	Yes	37.5	BA or More	45-59
2010	Employed,	ON	Female	26	Yes	24	BA or More	15-29
2010	Employed,	ON	Female	14	NA	NA	HS Grad	45-59
2010	Unemployed	AL	Male	NA	NA	NA	HS Dropout	15-29
2010	Employed,	ON	Male	24	No	13	HS Dropout	15-29
2010	Employed,	ON	Female	3	No	8.9	HS Dropout	15-29
2010	Employed,	BC	Male	63	NA	NA	Some PS	15-29
2010	Employed,	ON	Male	199	No	21.63	Some PS	30-44
2010	Employed,	BC	Male	42	NA	NA	BA or More	45-59
2010	Employed,	QU	Male	71	No	9	HS Grad	45-59
2010	Unemployed	AL	Male	NA	NA	NA	BA or More	60+
2010	Employed,	BC	Male	25	No	19.23	Some PS	30-44
2010	Employed,	ON	Male	129	No	17	Some PS	30-44
2010	Employed,	QU	Female	23	Yes	40	Some PS	45-59
2010	Employed,	QU	Male	66	No	31	Some PS	15-29
2010	Employed,	ON	Male	78	No	20.5	Some PS	45-59
2010	Employed,	QU	Male	240	NA	NA	HS Grad	45-59
2010	Employed,	ON	Female	31	Yes	31.25	Some PS	30-44
2010	Employed,	ON	Male	22	No	9.5	HS Grad	15-29
2010	Unemployed	ON	Female	NA	NA	NA	Some PS	15-29
2010	Employed,	QU	Male	216	Yes	25	Some PS	45-59
2010	Employed,	QU	Male	108	No	35.69	Some PS	30-44
2010	Employed,	QU	Male	10	No	26	BA or More	30-44
2010	Employed,	ON	Male	10	No	23.56	Some PS	30-44
2010	Employed,	AL	Female	65	No	13	HS Grad	45-59
2010	Employed,	AL	Female	211	Yes	17	HS Grad	45-59
2010	Employed,	QU	Male	39	No	10	Some PS	15-29
2010	Employed,	ON	Male	7	No	10.6	HS Grad	15-29
2010	Employed,	ON	Female	94	Yes	34.14	BA or More	30-44
2010	Employed,	ON	Female	29	No	12	Some PS	15-29
2010	Employed,	BC	Female	115	Yes	42.64	BA or More	30-44
2010	Employed,	AL	Female	1	No	12	HS Grad	15-29
2010	Employed,	ON	Male	29	Yes	23.5	BA or More	15-29
2010	Employed,	ON	Male	169	NA	NA	Some PS	30-44
2010	Unemployed	ON	Female	NA	NA	NA	HS Grad	30-44
2010	Employed,	ON	Female	240	NA	NA	HS Grad	45-59
2010	Employed,	AL	Female	139	NA	NA	HS Dropout	60+
2010	Employed,	AL	Male	71	No	31	HS Grad	30-44
2010	Employed,	BC	Male	240	Yes	27	HS Grad	45-59
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	199	No	29.12	Some PS	60+
2010	Employed,	AL	Male	63	No	50.48	HS Grad	30-44
2010	Employed,	ON	Male	47	No	47.3	BA or More	30-44
2010	Employed,	ON	Female	65	Yes	20.5	Some PS	45-59
2010	Unemployed	QU	Male	NA	NA	NA	Some PS	15-29
2010	Employed,	QU	Male	42	NA	NA	Some PS	60+
2010	Employed,	QU	Female	8	No	15	BA or More	30-44
2010	Employed,	QU	Female	2	No	20	BA or More	15-29
2010	Employed,	AL	Female	32	Yes	15.01	Some PS	30-44
2010	Employed,	ON	Female	231	No	16	Some PS	60+
2010	Employed,	BC	Male	19	No	16.5	HS Grad	30-44
2010	Employed,	BC	Male	240	No	27.4	Some PS	45-59
2010	Employed,	ON	Male	68	Yes	20	HS Dropout	30-44
2010	Employed,	BC	Male	240	Yes	31.13	HS Grad	60+
2010	Employed,	ON	Male	149	No	20.95	Some PS	45-59
2010	Employed,	QU	Male	1	No	13	BA or More	15-29
2010	Employed,	AL	Male	164	No	48.08	BA or More	45-59
2010	Employed,	QU	Male	5	No	10	Some PS	60+
2010	Unemployed	QU	Male	NA	NA	NA	HS Dropout	45-59
2010	Employed,	ON	Female	19	No	9	BA or More	15-29
2010	Employed,	AL	Male	39	NA	NA	HS Grad	30-44
2010	Employed,	BC	Female	53	No	26.44	Some PS	30-44
2010	Employed,	ON	Male	80	NA	NA	HS Dropout	60+
2010	Employed,	QU	Female	77	Yes	27.5	BA or More	30-44
2010	Employed,	ON	Male	187	NA	NA	BA or More	30-44
2010	Employed,	BC	Male	33	Yes	31	Some PS	30-44
2010	Unemployed	BC	Female	NA	NA	NA	BA or More	30-44
2010	Employed,	QU	Male	114	No	13.75	Some PS	30-44
2010	Employed,	QU	Female	101	Yes	39	BA or More	30-44
2010	Employed,	AL	Male	237	Yes	37	Some PS	60+
2010	Employed,	BC	Male	60	NA	NA	HS Grad	30-44
2010	Employed,	ON	Female	3	No	9.75	HS Grad	15-29
2010	Employed,	ON	Female	175	Yes	40.87	BA or More	30-44
2010	Employed,	QU	Female	24	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	67	No	15	Some PS	30-44
2010	Employed,	ON	Female	107	Yes	25	Some PS	45-59
2010	Employed,	ON	Male	84	NA	NA	Some PS	30-44
2010	Employed,	ON	Female	131	NA	NA	HS Dropout	30-44
2010	Employed,	AL	Female	166	Yes	24	HS Grad	45-59
2010	Employed,	ON	Female	75	No	17.5	Some PS	45-59
2010	Employed,	QU	Male	235	No	27.88	HS Grad	30-44
2010	Employed,	QU	Male	166	Yes	22	BA or More	30-44
2010	Employed,	BC	Female	29	No	13.94	Some PS	15-29
2010	Employed,	QU	Male	75	Yes	45.19	BA or More	45-59
2010	Employed,	ON	Male	3	No	10.25	Some PS	45-59
2010	Employed,	ON	Female	37	No	10	Some PS	15-29
2010	Employed,	ON	Female	6	No	13.85	Some PS	45-59
2010	Employed,	ON	Female	187	No	33.65	Some PS	30-44
2010	Employed,	ON	Female	175	Yes	23	Some PS	30-44
2010	Employed,	QU	Male	69	Yes	28.72	BA or More	30-44
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	60+
2010	Employed,	AL	Male	240	Yes	43.27	BA or More	30-44
2010	Employed,	QU	Male	240	Yes	30	HS Dropout	45-59
2010	Employed,	ON	Female	32	Yes	16	BA or More	30-44
2010	Employed,	ON	Female	240	No	25	HS Grad	30-44
2010	Employed,	ON	Male	63	No	11.95	Some PS	45-59
2010	Employed,	ON	Male	34	No	12.5	HS Grad	30-44
2010	Employed,	ON	Male	11	No	13	Some PS	15-29
2010	Unemployed	QU	Male	NA	NA	NA	BA or More	45-59
2010	Employed,	QU	Male	240	Yes	38.9	BA or More	45-59
2010	Employed,	QU	Male	20	No	14.62	HS Dropout	15-29
2010	Employed,	QU	Female	3	Yes	35	BA or More	45-59
2010	Employed,	QU	Male	209	No	10.45	Some PS	45-59
2010	Unemployed	ON	Male	NA	NA	NA	HS Dropout	45-59
2010	Employed,	ON	Male	40	No	40.87	BA or More	30-44
2010	Employed,	ON	Female	44	No	38	BA or More	45-59
2010	Employed,	QU	Male	38	Yes	21.65	Some PS	15-29
2010	Employed,	BC	Male	4	Yes	44	Some PS	45-59
2010	Unemployed	AL	Male	NA	NA	NA	BA or More	45-59
2010	Employed,	AL	Male	47	No	18	HS Grad	15-29
2010	Unemployed	ON	Male	NA	NA	NA	BA or More	15-29
2010	Employed,	BC	Male	123	NA	NA	BA or More	45-59
2010	Unemployed	BC	Female	NA	NA	NA	Some PS	30-44
2010	Employed,	ON	Female	156	No	21.63	Some PS	45-59
2010	Employed,	ON	Male	32	No	13	HS Grad	30-44
2010	Employed,	QU	Female	45	No	9	Some PS	15-29
2010	Employed,	AL	Female	5	NA	NA	Some PS	30-44
2010	Employed,	AL	Male	152	No	48.08	BA or More	30-44
2010	Employed,	QU	Female	143	Yes	10.32	Some PS	60+
2010	Employed,	ON	Male	51	No	30.36	Some PS	60+
2010	Employed,	ON	Male	60	No	28	Some PS	30-44
2010	Employed,	AL	Female	22	No	10.6	HS Grad	30-44
2010	Employed,	QU	Male	6	Yes	17	Some PS	45-59
2010	Employed,	AL	Male	116	NA	NA	Some PS	60+
2010	Employed,	ON	Male	102	No	21	HS Dropout	45-59
2010	Employed,	ON	Male	240	NA	NA	Some PS	60+
2010	Employed,	BC	Female	30	No	10	HS Grad	15-29
2010	Employed,	QU	Male	20	Yes	25	Some PS	60+
2010	Employed,	ON	Female	115	Yes	22	Some PS	45-59
2010	Employed,	ON	Female	30	No	20	HS Dropout	60+
2010	Employed,	QU	Female	17	No	6.25	HS Dropout	15-29
2010	Employed,	BC	Female	7	Yes	17.09	BA or More	15-29
2010	Employed,	AL	Male	65	No	19.23	HS Grad	30-44
2010	Employed,	ON	Female	9	No	11	HS Grad	15-29
2010	Employed,	ON	Male	47	No	23.32	Some PS	30-44
2010	Employed,	BC	Male	4	No	9	HS Dropout	15-29
2010	Employed,	BC	Male	63	No	32	HS Grad	30-44
2010	Employed,	ON	Male	240	Yes	27	HS Dropout	45-59
2010	Employed,	ON	Male	240	NA	NA	BA or More	60+
2010	Employed,	ON	Female	3	No	9	HS Dropout	15-29
2010	Employed,	ON	Female	4	No	13	Some PS	45-59
2010	Employed,	BC	Male	47	NA	NA	Some PS	45-59
2010	Employed,	ON	Male	240	No	27.89	HS Grad	30-44
2010	Employed,	AL	Male	8	No	25	HS Grad	30-44
2010	Employed,	BC	Male	29	No	27.04	BA or More	30-44
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
2010	Employed,	ON	Female	29	No	10	Some PS	60+
2010	Employed,	QU	Female	112	No	11	Some PS	45-59
2010	Employed,	ON	Female	70	No	9.2	Some PS	15-29
2010	Employed,	ON	Female	56	No	19.1	Some PS	45-59
2010	Employed,	ON	Female	18	No	30	BA or More	15-29
2010	Employed,	ON	Male	240	Yes	34.8	BA or More	45-59
2010	Employed,	QU	Female	239	No	22.5	Some PS	45-59
2010	Employed,	BC	Male	1	No	22	HS Grad	15-29
2010	Employed,	ON	Female	67	Yes	24	Some PS	60+
2010	Employed,	AL	Male	108	NA	NA	Some PS	30-44
2010	Employed,	BC	Male	47	No	17	HS Grad	30-44
2010	Employed,	ON	Female	85	No	15.78	Some PS	45-59
2010	Employed,	ON	Male	217	No	22.12	BA or More	30-44
2010	Employed,	ON	Male	157	NA	NA	Some PS	45-59
2010	Employed,	QU	Male	23	Yes	25	Some PS	15-29
2010	Employed,	QU	Female	90	Yes	18.5	Some PS	30-44
2010	Employed,	BC	Female	21	NA	NA	BA or More	30-44
2010	Employed,	BC	Male	131	NA	NA	BA or More	45-59
2010	Employed,	ON	Female	95	NA	NA	Some PS	45-59
2010	Employed,	AL	Male	240	No	66.26	Some PS	45-59
2010	Employed,	AL	Male	43	NA	NA	BA or More	30-44
2010	Employed,	QU	Female	35	No	17.75	BA or More	15-29
2010	Employed,	ON	Female	12	Yes	30.28	Some PS	15-29
2010	Unemployed	QU	Male	NA	NA	NA	HS Dropout	45-59
2010	Employed,	AL	Male	48	NA	NA	HS Grad	45-59
2010	Employed,	BC	Female	45	No	12	Some PS	15-29
2010	Employed,	AL	Male	240	Yes	39.68	Some PS	60+
2010	Employed,	ON	Female	32	No	10.5	Some PS	30-44
2010	Employed,	QU	Female	7	No	18	Some PS	45-59
2010	Employed,	ON	Male	240	NA	NA	Some PS	45-59
2010	Employed,	AL	Male	13	No	36	HS Dropout	45-59
2010	Employed,	AL	Female	16	Yes	20.98	Some PS	15-29
2010	Employed,	QU	Male	31	No	18.97	BA or More	30-44
2010	Employed,	ON	Female	57	No	12.75	BA or More	15-29
2010	Employed,	ON	Female	186	NA	NA	Some PS	30-44
2010	Employed,	AL	Male	54	No	26	HS Grad	30-44
2010	Employed,	ON	Male	240	Yes	43.59	Some PS	45-59
2010	Employed,	QU	Female	63	Yes	17.6	Some PS	15-29
2010	Employed,	ON	Male	214	NA	NA	BA or More	45-59
2010	Employed,	ON	Male	10	No	13.75	HS Grad	30-44
2010	Employed,	BC	Female	8	Yes	13.5	BA or More	30-44
2010	Employed,	QU	Male	240	No	34.36	HS Grad	45-59
2010	Employed,	ON	Male	23	No	9.75	Some PS	15-29
2010	Employed,	ON	Female	95	Yes	24.73	HS Grad	60+
2010	Employed,	ON	Male	240	Yes	39	Some PS	45-59
2010	Employed,	BC	Male	7	No	16	HS Grad	15-29
2010	Employed,	ON	Female	240	Yes	31.12	BA or More	45-59
2010	Employed,	AL	Female	127	Yes	17.85	Some PS	45-59
