SURVYEAR	LFSSTAT	PROV	AGE	SEX	EDUC	TENURE	UNION	HRLYEARN	HOURS
2010	Employed,	QU	45-59	Male	BA or More	240	Yes	4.96	0
2010	Employed,	QU	45-59	Male	BA or More	125	NA	NA	60
2010	Employed,	QU	45-59	Female	BA or More	240	NA	NA	52.5
2010	Employed,	QU	45-59	Male	BA or More	74	No	32.86	35
2010	Employed,	QU	45-59	Male	BA or More	139	No	29.37	55
2010	Employed,	QU	45-59	Female	BA or More	2	NA	NA	0
2010	Employed,	QU	45-59	Female	BA or More	20	Yes	19.23	35
2010	Unemployed	QU	45-59	Male	BA or More	NA	NA	NA	NA
2010	Employed,	QU	45-59	Male	BA or More	199	Yes	39.56	38
2010	Employed,	QU	45-59	Female	BA or More	240	Yes	33.33	35
2010	Employed,	QU	45-59	Female	BA or More	132	Yes	36.54	30
2010	Employed,	QU	45-59	Male	BA or More	111	NA	NA	50
2010	Employed,	QU	45-59	Female	BA or More	4	No	19.49	37.5
2010	Employed,	QU	45-59	Male	BA or More	239	No	32.05	55
2010	Employed,	QU	45-59	Male	BA or More	182	Yes	15	37.5
2010	Employed,	QU	60+	Male	BA or More	70	No	62	42
2010	Employed,	QU	60+	Male	BA or More	240	NA	NA	10
2011	Unemployed	AL	15-29	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	AL	15-29	Female	HS Dropout	19	Yes	24	25
2011	Employed,	AL	15-29	Female	HS Dropout	26	No	14.49	40
2011	Unemployed	AL	15-29	Female	HS Dropout	NA	NA	NA	NA
2011	Employed,	AL	15-29	Male	HS Dropout	1	No	10	3
2011	Employed,	AL	15-29	Male	HS Dropout	2	No	15	40
2011	Employed,	AL	15-29	Male	HS Dropout	32	No	32.3	37
2011	Unemployed	AL	15-29	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	AL	15-29	Female	HS Dropout	7	Yes	20	12
2011	Employed,	AL	15-29	Male	HS Dropout	34	No	9.55	12
2011	Employed,	AL	15-29	Male	HS Dropout	6	No	8.8	12
2011	Employed,	AL	15-29	Female	HS Dropout	146	No	14	20
2011	Employed,	AL	15-29	Female	HS Dropout	6	No	9.5	18
2011	Employed,	AL	15-29	Male	HS Dropout	35	No	18	50
2011	Employed,	AL	30-44	Female	HS Dropout	123	Yes	33	0
2011	Employed,	AL	30-44	Female	HS Dropout	17	No	14	30
2011	Employed,	AL	30-44	Male	HS Dropout	68	NA	NA	60
2011	Employed,	AL	30-44	Male	HS Dropout	75	NA	NA	35
2011	Employed,	AL	30-44	Male	HS Dropout	63	NA	NA	50
2011	Employed,	AL	30-44	Male	HS Dropout	25	No	12	35
2011	Employed,	AL	45-59	Male	HS Dropout	240	NA	NA	60
2011	Employed,	AL	45-59	Male	HS Dropout	44	NA	NA	45
2011	Employed,	AL	45-59	Female	HS Dropout	240	No	30	40
2011	Employed,	AL	45-59	Male	HS Dropout	1	No	15	60
2011	Employed,	AL	45-59	Female	HS Dropout	128	No	8.8	4
2011	Employed,	AL	45-59	Male	HS Dropout	30	Yes	16	45
2011	Employed,	AL	45-59	Female	HS Dropout	240	No	17.5	40
2011	Employed,	AL	60+	Male	HS Dropout	61	NA	NA	40
2011	Employed,	AL	15-29	Male	HS Grad	16	No	18.27	46
2011	Employed,	AL	15-29	Male	HS Grad	34	No	15	33
2011	Employed,	AL	15-29	Male	HS Grad	2	No	8	20
2011	Unemployed	AL	15-29	Female	HS Grad	NA	NA	NA	NA
2011	Employed,	AL	15-29	Male	HS Grad	10	No	20	50
2011	Unemployed	AL	15-29	Male	HS Grad	NA	NA	NA	NA
2011	Employed,	AL	15-29	Male	HS Grad	29	No	26.5	50
2011	Employed,	AL	15-29	Male	HS Grad	7	No	21	50
2011	Employed,	AL	15-29	Male	HS Grad	9	No	14	44
2011	Employed,	AL	15-29	Male	HS Grad	12	No	10.5	35
2011	Employed,	AL	15-29	Male	HS Grad	98	Yes	41.21	40
2011	Employed,	AL	30-44	Male	HS Grad	15	No	17	32
2011	Employed,	AL	30-44	Female	HS Grad	95	Yes	19	44
2011	Employed,	AL	30-44	Male	HS Grad	3	No	31.25	24
2011	Employed,	AL	30-44	Female	HS Grad	128	No	30.29	0
2011	Employed,	AL	30-44	Female	HS Grad	164	No	15.71	5
2011	Unemployed	AL	30-44	Female	HS Grad	NA	NA	NA	NA
2011	Employed,	AL	30-44	Male	HS Grad	4	No	32.45	40
2011	Employed,	AL	30-44	Male	HS Grad	3	No	10	36
2011	Employed,	AL	30-44	Female	HS Grad	39	No	13	21
2011	Employed,	AL	30-44	Male	HS Grad	240	No	40.87	44
2011	Employed,	AL	30-44	Male	HS Grad	240	No	31.62	45
2011	Employed,	AL	30-44	Female	HS Grad	30	No	20.63	32
2011	Employed,	AL	45-59	Male	HS Grad	8	No	43.99	35
2011	Employed,	AL	45-59	Female	HS Grad	46	Yes	20	25
2011	Employed,	AL	45-59	Female	HS Grad	31	NA	NA	12
2011	Employed,	AL	45-59	Female	HS Grad	199	No	8	4
2011	Employed,	AL	45-59	Male	HS Grad	240	Yes	33.65	40
2011	Employed,	AL	45-59	Female	HS Grad	240	NA	NA	35
2011	Employed,	AL	45-59	Male	HS Grad	240	NA	NA	48
2011	Employed,	AL	45-59	Female	HS Grad	101	No	21.63	40
2011	Employed,	AL	15-29	Female	Some PS	95	NA	NA	0
2011	Employed,	AL	15-29	Female	Some PS	8	No	13	44
2011	Unemployed	AL	15-29	Male	Some PS	NA	NA	NA	NA
2011	Employed,	AL	15-29	Male	Some PS	10	No	10.15	45
2011	Employed,	AL	15-29	Female	Some PS	37	No	17	32
2011	Employed,	AL	15-29	Male	Some PS	4	Yes	28	70
2011	Employed,	AL	15-29	Male	Some PS	37	No	12	8
2011	Employed,	AL	15-29	Male	Some PS	63	No	27.8	40
2011	Employed,	AL	15-29	Male	Some PS	61	No	27	32
2011	Employed,	AL	15-29	Male	Some PS	5	NA	NA	60
2011	Employed,	AL	15-29	Female	Some PS	3	No	10.25	5
2011	Employed,	AL	15-29	Male	Some PS	95	No	30	40
2011	Employed,	AL	15-29	Female	Some PS	34	Yes	24.71	38.8
2011	Employed,	AL	15-29	Female	Some PS	56	No	14	40
2011	Employed,	AL	15-29	Female	Some PS	33	No	25	40
2011	Employed,	AL	15-29	Male	Some PS	4	No	55.71	70
2011	Employed,	AL	15-29	Female	Some PS	41	NA	NA	5.5
2011	Employed,	AL	15-29	Female	Some PS	4	No	26.8	65
2011	Employed,	AL	15-29	Male	Some PS	46	No	10	16
2011	Employed,	AL	15-29	Female	Some PS	7	No	25	15
2011	Unemployed	AL	15-29	Female	Some PS	NA	NA	NA	NA
2011	Employed,	AL	15-29	Female	Some PS	32	Yes	37.5	0
2011	Employed,	AL	15-29	Male	Some PS	9	No	34	47
2011	Employed,	AL	15-29	Male	Some PS	14	Yes	28	48
2011	Employed,	AL	30-44	Male	Some PS	6	No	42	40
2011	Employed,	AL	30-44	Male	Some PS	6	No	24.04	42
2011	Employed,	AL	30-44	Male	Some PS	166	Yes	15	50
2011	Employed,	AL	30-44	Male	Some PS	41	No	10.94	40
2011	Employed,	AL	30-44	Female	Some PS	37	No	13.25	48
2011	Employed,	AL	30-44	Male	Some PS	141	NA	NA	40
2011	Employed,	AL	30-44	Female	Some PS	3	No	11	31
2011	Employed,	AL	30-44	Male	Some PS	14	No	15.5	40
2011	Employed,	AL	30-44	Male	Some PS	5	Yes	47.42	70
2011	Employed,	AL	30-44	Male	Some PS	101	No	21.37	45
2011	Employed,	AL	30-44	Male	Some PS	172	No	21.63	40
2011	Employed,	AL	30-44	Female	Some PS	5	No	13.85	40
2011	Employed,	AL	30-44	Male	Some PS	18	No	16	43
2011	Employed,	AL	30-44	Female	Some PS	13	No	30.77	37.5
2011	Unemployed	AL	30-44	Male	Some PS	NA	NA	NA	NA
2011	Employed,	AL	30-44	Male	Some PS	22	No	22	45
2011	Unemployed	AL	30-44	Female	Some PS	NA	NA	NA	NA
2011	Employed,	AL	30-44	Male	Some PS	163	No	16.43	55
2011	Employed,	AL	30-44	Female	Some PS	39	Yes	17	44
2011	Employed,	AL	30-44	Male	Some PS	70	NA	NA	50
2011	Unemployed	AL	45-59	Male	Some PS	NA	NA	NA	NA
2011	Employed,	AL	45-59	Male	Some PS	229	NA	NA	40
2011	Employed,	AL	45-59	Female	Some PS	15	NA	NA	44
2011	Employed,	AL	45-59	Female	Some PS	16	No	14	40
2011	Employed,	AL	45-59	Male	Some PS	240	NA	NA	50
2011	Employed,	AL	45-59	Male	Some PS	23	No	28	70
2011	Employed,	AL	45-59	Male	Some PS	45	No	12	99
2011	Employed,	AL	45-59	Male	Some PS	7	No	40	52
2011	Employed,	AL	45-59	Male	Some PS	87	NA	NA	30
2011	Unemployed	AL	45-59	Male	Some PS	NA	NA	NA	NA
2011	Employed,	AL	45-59	Male	Some PS	5	NA	NA	25
2011	Employed,	AL	45-59	Male	Some PS	126	No	47	60
2011	Employed,	AL	45-59	Female	Some PS	235	NA	NA	55
2011	Employed,	AL	45-59	Female	Some PS	38	No	12	40
2011	Unemployed	AL	45-59	Male	Some PS	NA	NA	NA	NA
2011	Employed,	AL	45-59	Male	Some PS	71	No	21.06	55
2011	Employed,	AL	45-59	Male	Some PS	5	NA	NA	0
2011	Employed,	AL	45-59	Male	Some PS	240	Yes	28	43
2011	Employed,	AL	45-59	Female	Some PS	7	No	21	72
2011	Employed,	AL	60+	Female	Some PS	47	No	36.92	39.5
2011	Employed,	AL	60+	Female	Some PS	75	NA	NA	15
2011	Employed,	AL	15-29	Female	BA or More	13	Yes	18.27	40
2011	Employed,	AL	15-29	Female	BA or More	43	Yes	28.85	55
2011	Employed,	AL	15-29	Female	BA or More	11	No	20	40
2011	Employed,	AL	15-29	Female	BA or More	60	No	19.23	0
2011	Employed,	AL	15-29	Female	BA or More	7	NA	NA	40
2011	Employed,	AL	30-44	Female	BA or More	2	No	31.25	24
2011	Employed,	AL	30-44	Female	BA or More	39	No	16.7	37.5
2011	Employed,	AL	30-44	Female	BA or More	56	No	37.44	0
2011	Employed,	AL	30-44	Male	BA or More	24	No	24	45
2011	Employed,	AL	30-44	Male	BA or More	9	No	14.75	40
2011	Employed,	AL	30-44	Male	BA or More	4	No	21.15	46
2011	Employed,	AL	30-44	Female	BA or More	54	Yes	21.63	12
2011	Employed,	AL	30-44	Male	BA or More	75	NA	NA	40
2011	Employed,	AL	30-44	Female	BA or More	27	No	21.63	4
2011	Employed,	AL	30-44	Female	BA or More	5	Yes	36.06	12
2011	Employed,	AL	30-44	Male	BA or More	64	No	34.62	40
2011	Employed,	AL	30-44	Female	BA or More	43	No	28.85	32
2011	Employed,	AL	30-44	Male	BA or More	23	NA	NA	55
2011	Employed,	AL	30-44	Male	BA or More	31	No	76.92	37.5
2011	Employed,	AL	30-44	Female	BA or More	7	No	34.62	32
2011	Employed,	AL	30-44	Female	BA or More	82	NA	NA	0
2011	Employed,	AL	45-59	Female	BA or More	103	Yes	33.65	50
2011	Employed,	AL	45-59	Male	BA or More	240	Yes	34.62	50
2011	Employed,	AL	45-59	Female	BA or More	67	No	34.62	0
2011	Employed,	AL	45-59	Male	BA or More	240	NA	NA	40
2011	Employed,	AL	45-59	Female	BA or More	44	No	8.97	39
2011	Employed,	AL	45-59	Female	BA or More	142	NA	NA	26
2011	Employed,	AL	45-59	Female	BA or More	240	Yes	43.45	61.5
2011	Employed,	AL	45-59	Male	BA or More	73	No	64.9	45
2011	Employed,	AL	45-59	Male	BA or More	67	No	53.37	40
2011	Employed,	AL	60+	Male	BA or More	79	Yes	20	20
2011	Employed,	AL	60+	Female	BA or More	240	No	40.87	24
2011	Employed,	AL	60+	Male	BA or More	51	No	19.04	10
2011	Unemployed	BC	15-29	Male	HS Dropout	NA	NA	NA	NA
2011	Unemployed	BC	15-29	Female	HS Dropout	NA	NA	NA	NA
2011	Employed,	BC	15-29	Male	HS Dropout	3	No	20	70
2011	Employed,	BC	30-44	Male	HS Dropout	31	No	30	48
2011	Employed,	BC	30-44	Male	HS Dropout	85	No	16	45
2011	Employed,	BC	30-44	Male	HS Dropout	49	No	20	55
2011	Unemployed	BC	30-44	Female	HS Dropout	NA	NA	NA	NA
2011	Employed,	BC	45-59	Female	HS Dropout	62	No	26.67	0
2011	Employed,	BC	45-59	Male	HS Dropout	120	No	31.25	40
2011	Employed,	BC	60+	Female	HS Dropout	240	No	9	22.5
2011	Employed,	BC	60+	Female	HS Dropout	240	No	18.88	50.5
2011	Employed,	BC	60+	Male	HS Dropout	199	NA	NA	60
2011	Employed,	BC	15-29	Male	HS Grad	15	No	25	45
2011	Employed,	BC	15-29	Female	HS Grad	1	No	11	39
2011	Unemployed	BC	15-29	Female	HS Grad	NA	NA	NA	NA
2011	Employed,	BC	15-29	Female	HS Grad	5	No	9.25	47
2011	Employed,	BC	15-29	Male	HS Grad	39	No	30.77	37.5
2011	Employed,	BC	15-29	Female	HS Grad	45	No	12	30
2011	Employed,	BC	15-29	Male	HS Grad	142	Yes	28	40
2011	Employed,	BC	30-44	Female	HS Grad	183	NA	NA	20
2011	Employed,	BC	30-44	Female	HS Grad	49	No	19.74	40
2011	Employed,	BC	30-44	Male	HS Grad	240	No	20.75	20
2011	Employed,	BC	30-44	Male	HS Grad	78	NA	NA	40
2011	Employed,	BC	30-44	Female	HS Grad	20	No	36.06	44
2011	Employed,	BC	30-44	Male	HS Grad	54	No	26	40
2011	Employed,	BC	30-44	Male	HS Grad	1	No	15	20
2011	Employed,	BC	30-44	Female	HS Grad	92	No	20	40
2011	Employed,	BC	30-44	Male	HS Grad	13	No	18	40
2011	Employed,	BC	30-44	Female	HS Grad	176	No	20.55	35
2011	Employed,	BC	45-59	Female	HS Grad	229	Yes	24.56	0
2011	Employed,	BC	45-59	Female	HS Grad	33	Yes	21	40
2011	Employed,	BC	45-59	Female	HS Grad	91	NA	NA	40
2011	Employed,	BC	45-59	Male	HS Grad	50	NA	NA	20
2011	Employed,	BC	45-59	Male	HS Grad	82	Yes	37.45	62.5
2011	Employed,	BC	45-59	Female	HS Grad	117	No	11.54	40
2011	Employed,	BC	45-59	Female	HS Grad	240	NA	NA	20
2011	Employed,	BC	45-59	Female	HS Grad	240	Yes	16.03	21
2011	Employed,	BC	45-59	Male	HS Grad	111	NA	NA	10
2011	Employed,	BC	45-59	Female	HS Grad	64	No	19	40
2011	Employed,	BC	45-59	Female	HS Grad	8	No	13	12
2011	Employed,	BC	45-59	Female	HS Grad	115	No	14.75	36
2011	Employed,	BC	45-59	Male	HS Grad	187	NA	NA	60
2011	Employed,	BC	45-59	Male	HS Grad	240	Yes	18.46	40
2011	Employed,	BC	45-59	Female	HS Grad	240	No	12	16
2011	Employed,	BC	45-59	Female	HS Grad	30	Yes	19.95	20
2011	Employed,	BC	45-59	Female	HS Grad	240	No	16.88	0
2011	Employed,	BC	45-59	Female	HS Grad	60	Yes	18	20
2011	Employed,	BC	60+	Female	HS Grad	186	NA	NA	70
2011	Employed,	BC	60+	Male	HS Grad	183	No	21.5	38
2011	Employed,	BC	60+	Male	HS Grad	240	NA	NA	40
2011	Employed,	BC	60+	Male	HS Grad	240	NA	NA	14
2011	Employed,	BC	15-29	Male	Some PS	9	Yes	16.8	70
2011	Employed,	BC	15-29	Male	Some PS	43	No	34.62	0
2011	Employed,	BC	15-29	Male	Some PS	5	No	13	37
2011	Unemployed	BC	15-29	Male	Some PS	NA	NA	NA	NA
2011	Employed,	BC	15-29	Male	Some PS	76	No	23.08	50
2011	Employed,	BC	15-29	Male	Some PS	23	NA	NA	40
2011	Employed,	BC	15-29	Female	Some PS	2	NA	NA	44
2011	Employed,	BC	15-29	Male	Some PS	34	No	22.12	40
2011	Unemployed	BC	15-29	Male	Some PS	NA	NA	NA	NA
2011	Unemployed	BC	15-29	Female	Some PS	NA	NA	NA	NA
2011	Employed,	BC	15-29	Female	Some PS	81	NA	NA	10
2011	Employed,	BC	15-29	Male	Some PS	78	No	25.99	43
2011	Employed,	BC	15-29	Male	Some PS	2	No	24	86
2011	Employed,	BC	15-29	Female	Some PS	26	Yes	17	37.5
2011	Employed,	BC	15-29	Female	Some PS	9	No	12	40
2011	Employed,	BC	15-29	Female	Some PS	16	No	8	8
2011	Employed,	BC	15-29	Male	Some PS	12	No	9.5	12
2011	Employed,	BC	30-44	Male	Some PS	4	NA	NA	40
2011	Employed,	BC	30-44	Male	Some PS	82	Yes	31.11	60
2011	Employed,	BC	30-44	Male	Some PS	81	Yes	28.31	40
2011	Employed,	BC	30-44	Male	Some PS	10	No	5.77	40
2011	Employed,	BC	30-44	Male	Some PS	240	No	45	0
2011	Employed,	BC	30-44	Male	Some PS	2	No	24.04	45
2011	Employed,	BC	30-44	Female	Some PS	240	No	17.15	35
2011	Employed,	BC	30-44	Male	Some PS	157	No	13.85	40
2011	Employed,	BC	30-44	Female	Some PS	55	No	9	37.5
2011	Employed,	BC	30-44	Male	Some PS	41	No	13.23	40
2011	Employed,	BC	30-44	Male	Some PS	63	NA	NA	0
2011	Employed,	BC	30-44	Male	Some PS	129	No	35	50
2011	Employed,	BC	30-44	Male	Some PS	32	NA	NA	42
2011	Employed,	BC	30-44	Male	Some PS	15	NA	NA	20
2011	Employed,	BC	30-44	Female	Some PS	183	Yes	24.04	48
2011	Employed,	BC	30-44	Male	Some PS	51	NA	NA	0
2011	Employed,	BC	30-44	Male	Some PS	199	No	57.69	45
2011	Employed,	BC	30-44	Female	Some PS	4	No	14.42	40
2011	Employed,	BC	30-44	Female	Some PS	69	Yes	35.1	49.5
2011	Employed,	BC	30-44	Male	Some PS	165	No	24	35
2011	Employed,	BC	30-44	Female	Some PS	198	NA	NA	10
2011	Employed,	BC	30-44	Male	Some PS	224	No	28.63	45
2011	Employed,	BC	30-44	Male	Some PS	50	Yes	36	70
2011	Employed,	BC	30-44	Female	Some PS	67	NA	NA	21
2011	Employed,	BC	30-44	Male	Some PS	24	No	32	50
2011	Employed,	BC	30-44	Male	Some PS	14	Yes	38	40
2011	Employed,	BC	30-44	Male	Some PS	95	NA	NA	30
2011	Employed,	BC	30-44	Female	Some PS	32	No	18.75	60
2011	Employed,	BC	30-44	Female	Some PS	130	NA	NA	0
2011	Employed,	BC	30-44	Male	Some PS	240	NA	NA	40
2011	Employed,	BC	30-44	Female	Some PS	91	NA	NA	20
2011	Employed,	BC	30-44	Female	Some PS	108	Yes	20	40
2011	Unemployed	BC	30-44	Female	Some PS	NA	NA	NA	NA
2011	Employed,	BC	45-59	Male	Some PS	240	No	29.81	46
2011	Employed,	BC	45-59	Female	Some PS	240	Yes	17.82	35
2011	Employed,	BC	45-59	Female	Some PS	4	No	9	24
2011	Employed,	BC	45-59	Male	Some PS	4	Yes	15	40
2011	Employed,	BC	45-59	Male	Some PS	240	Yes	24.95	40
2011	Employed,	BC	45-59	Female	Some PS	71	No	16.03	48
2011	Employed,	BC	45-59	Female	Some PS	157	NA	NA	0
2011	Employed,	BC	45-59	Female	Some PS	125	No	12.75	40
2011	Employed,	BC	45-59	Female	Some PS	138	No	16	37.5
2011	Employed,	BC	45-59	Female	Some PS	16	No	9	45
2011	Employed,	BC	45-59	Female	Some PS	27	No	20	55
2011	Employed,	BC	45-59	Female	Some PS	134	No	35.9	30
2011	Employed,	BC	45-59	Female	Some PS	42	No	9.95	20
2011	Unemployed	BC	45-59	Male	Some PS	NA	NA	NA	NA
2011	Employed,	BC	45-59	Male	Some PS	200	Yes	32	35
2011	Employed,	BC	45-59	Female	Some PS	89	NA	NA	43
2011	Employed,	BC	45-59	Male	Some PS	142	No	18	37.5
2011	Employed,	BC	45-59	Female	Some PS	217	Yes	29.6	35
2011	Employed,	BC	45-59	Male	Some PS	19	Yes	40	45
2011	Employed,	BC	45-59	Female	Some PS	35	Yes	18.96	36
2011	Employed,	BC	45-59	Male	Some PS	187	NA	NA	32
2011	Employed,	BC	45-59	Male	Some PS	5	No	9	37
2011	Employed,	BC	45-59	Male	Some PS	1	No	33.65	40
2011	Employed,	BC	45-59	Male	Some PS	240	NA	NA	35
2011	Employed,	BC	45-59	Female	Some PS	75	No	58.93	40
2011	Employed,	BC	45-59	Female	Some PS	240	No	18.75	0
2011	Employed,	BC	45-59	Male	Some PS	240	NA	NA	45
2011	Employed,	BC	45-59	Male	Some PS	240	No	39.42	28
2011	Employed,	BC	60+	Female	Some PS	34	No	20.58	30
2011	Employed,	BC	60+	Male	Some PS	240	No	28.65	0
2011	Employed,	BC	60+	Male	Some PS	82	NA	NA	20
2011	Employed,	BC	60+	Male	Some PS	123	NA	NA	16
2011	Employed,	BC	60+	Male	Some PS	71	No	27.69	0
2011	Employed,	BC	60+	Female	Some PS	240	Yes	25	37.5
2011	Employed,	BC	60+	Male	Some PS	240	Yes	44.62	0
2011	Employed,	BC	60+	Male	Some PS	240	NA	NA	0
2011	Employed,	BC	15-29	Female	BA or More	70	No	15	10
2011	Employed,	BC	15-29	Female	BA or More	16	No	14	38
2011	Employed,	BC	15-29	Female	BA or More	6	NA	NA	40
2011	Employed,	BC	30-44	Female	BA or More	233	Yes	29	35
2011	Employed,	BC	30-44	Male	BA or More	47	No	38.46	50
2011	Employed,	BC	30-44	Female	BA or More	163	No	39.56	30
2011	Employed,	BC	30-44	Female	BA or More	146	Yes	29.59	39
2011	Employed,	BC	30-44	Female	BA or More	103	No	35.58	46
2011	Employed,	BC	30-44	Female	BA or More	79	NA	NA	0
2011	Employed,	BC	30-44	Male	BA or More	4	No	45	40
2011	Employed,	BC	30-44	Female	BA or More	126	No	20	37.5
2011	Employed,	BC	30-44	Female	BA or More	47	Yes	25.82	20
2011	Employed,	BC	30-44	Male	BA or More	59	No	70.77	17.5
2011	Employed,	BC	30-44	Female	BA or More	99	Yes	15	28
2011	Employed,	BC	30-44	Male	BA or More	71	Yes	49	40
2011	Employed,	BC	30-44	Female	BA or More	123	No	19.04	35
2011	Employed,	BC	30-44	Male	BA or More	110	NA	NA	40
2011	Employed,	BC	45-59	Female	BA or More	131	Yes	39.24	48
2011	Employed,	BC	45-59	Female	BA or More	240	Yes	24.04	40
2011	Employed,	BC	45-59	Female	BA or More	139	NA	NA	5
2011	Employed,	BC	45-59	Male	BA or More	208	NA	NA	78
2011	Employed,	BC	45-59	Female	BA or More	155	No	16.25	40
2011	Employed,	BC	45-59	Male	BA or More	240	No	35.26	40
2011	Employed,	BC	45-59	Female	BA or More	210	Yes	38	32
2011	Employed,	BC	45-59	Female	BA or More	44	NA	NA	0
2011	Employed,	BC	45-59	Female	BA or More	50	Yes	38	28
2011	Employed,	BC	45-59	Female	BA or More	187	Yes	9.23	0
2011	Employed,	BC	45-59	Female	BA or More	142	Yes	25.44	29
2011	Employed,	BC	45-59	Female	BA or More	240	No	41.67	0
2011	Employed,	BC	45-59	Male	BA or More	137	NA	NA	40
2011	Employed,	BC	45-59	Male	BA or More	240	NA	NA	0
2011	Employed,	BC	45-59	Female	BA or More	10	NA	NA	28
2011	Employed,	BC	45-59	Male	BA or More	43	Yes	41.03	37.5
2011	Employed,	BC	45-59	Male	BA or More	39	No	41.6	42.5
2011	Employed,	BC	45-59	Female	BA or More	61	No	11.8	16.5
2011	Employed,	BC	45-59	Female	BA or More	240	No	41.96	55
2011	Employed,	BC	60+	Male	BA or More	85	NA	NA	0
2011	Employed,	ON	15-29	Female	HS Dropout	9	No	10.25	15
2011	Unemployed	ON	15-29	Male	HS Dropout	NA	NA	NA	NA
2011	Unemployed	ON	15-29	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	15-29	Female	HS Dropout	5	No	10.25	5
2011	Employed,	ON	15-29	Male	HS Dropout	2	No	10.25	4
2011	Employed,	ON	15-29	Female	HS Dropout	27	No	9.25	16
2011	Employed,	ON	15-29	Male	HS Dropout	45	Yes	11	24
2011	Employed,	ON	15-29	Female	HS Dropout	3	No	9.65	0
2011	Employed,	ON	15-29	Male	HS Dropout	1	No	10	4
2011	Employed,	ON	15-29	Female	HS Dropout	4	No	40	16
2011	Employed,	ON	15-29	Male	HS Dropout	10	Yes	10.25	11
2011	Employed,	ON	15-29	Male	HS Dropout	2	No	11	0
2011	Employed,	ON	15-29	Female	HS Dropout	7	No	10.25	30
2011	Employed,	ON	15-29	Female	HS Dropout	10	No	9.6	10
2011	Employed,	ON	15-29	Female	HS Dropout	12	No	9.6	24
2011	Unemployed	ON	15-29	Male	HS Dropout	NA	NA	NA	NA
2011	Unemployed	ON	15-29	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	15-29	Male	HS Dropout	5	No	10.25	8
2011	Employed,	ON	15-29	Male	HS Dropout	14	No	9.6	20
2011	Employed,	ON	15-29	Male	HS Dropout	1	No	10.25	8
2011	Employed,	ON	15-29	Male	HS Dropout	16	No	10	1
2011	Employed,	ON	15-29	Male	HS Dropout	44	No	10	20
2011	Employed,	ON	15-29	Male	HS Dropout	1	No	12	16
2011	Employed,	ON	15-29	Male	HS Dropout	12	No	12	40
2011	Employed,	ON	15-29	Male	HS Dropout	5	No	10.25	63
2011	Employed,	ON	15-29	Male	HS Dropout	48	No	10.25	14
2011	Employed,	ON	15-29	Male	HS Dropout	48	No	10.25	6
2011	Unemployed	ON	15-29	Female	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	15-29	Female	HS Dropout	8	No	9.5	12
2011	Employed,	ON	15-29	Male	HS Dropout	15	No	10	0
2011	Employed,	ON	30-44	Male	HS Dropout	159	No	21	40
2011	Employed,	ON	30-44	Male	HS Dropout	108	No	19	43
2011	Unemployed	ON	30-44	Male	HS Dropout	NA	NA	NA	NA
2011	Unemployed	ON	30-44	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	30-44	Female	HS Dropout	203	Yes	22	30
2011	Employed,	ON	45-59	Male	HS Dropout	74	No	18	40
2011	Employed,	ON	45-59	Female	HS Dropout	104	No	22	0
2011	Unemployed	ON	45-59	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	45-59	Male	HS Dropout	45	No	30.07	55
2011	Employed,	ON	45-59	Female	HS Dropout	240	Yes	19	40
2011	Employed,	ON	45-59	Male	HS Dropout	240	No	35	47.5
2011	Employed,	ON	45-59	Female	HS Dropout	73	No	13.5	55
2011	Employed,	ON	45-59	Male	HS Dropout	240	No	21	40
2011	Employed,	ON	45-59	Male	HS Dropout	63	No	34	32
2011	Employed,	ON	45-59	Female	HS Dropout	20	Yes	10.25	29
2011	Unemployed	ON	45-59	Female	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	45-59	Female	HS Dropout	240	Yes	19.88	37.5
2011	Employed,	ON	45-59	Female	HS Dropout	37	No	24.1	19
2011	Unemployed	ON	45-59	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	45-59	Male	HS Dropout	240	NA	NA	60
2011	Employed,	ON	45-59	Female	HS Dropout	21	No	12	25
2011	Employed,	ON	60+	Female	HS Dropout	38	No	16.5	40
2011	Employed,	ON	60+	Female	HS Dropout	240	No	10.5	24
2011	Employed,	ON	60+	Female	HS Dropout	93	Yes	19.14	30
2011	Employed,	ON	60+	Male	HS Dropout	152	No	14	40
2011	Unemployed	ON	60+	Male	HS Dropout	NA	NA	NA	NA
2011	Unemployed	ON	60+	Female	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	60+	Male	HS Dropout	240	Yes	24.55	0
2011	Employed,	ON	60+	Male	HS Dropout	137	NA	NA	14
2011	Employed,	ON	60+	Male	HS Dropout	23	Yes	26.95	32
2011	Employed,	ON	60+	Female	HS Dropout	46	NA	NA	20
2011	Unemployed	ON	60+	Male	HS Dropout	NA	NA	NA	NA
2011	Employed,	ON	60+	Female	HS Dropout	114	Yes	19	0
2011	Employed,	ON	60+	Female	HS Dropout	240	No	13	40
2011	Unemployed	ON	60+	Male	HS Dropout	NA	NA	NA	NA
